Questions,Category
Explain coordinate system with types in brief?,BT1
Write a short note on survey for drainage line work.,BT2
"New issues are called primary issues, that reflect to the first issued of security in the primary market. Elaborate the steps of bringing a new security to the market. ",BT2
Explain the working of OPAMP as comparator.,BT2
"With suitable examples, briefly discuss the importance of soil aeration.",BT2
Write a description about the following String methods in Java with suitable example.,BT2
State the importance of allowances for pattern making.,BT1
Discuss Distance Vector Routing protocol in detail.,BT4
Describe the TWO (2) key differences between perfect competition and monopolistic competition. ,BT2
What are the responsibilities of a safety manager on construction sites?,BT3
Explain cutting variables.,BT1
A coin is tossed three times. Write the sample space which gives all possible out comes. A random variable X. Which represents the numberof heads obtained on any tripple toss. Calculate and draw the CDF andPDF.,BT3
What is an exception?,BT1
Discuss Homeothermy rule for substitutional solid solutions?,BT1
Explain in details Solenoids and Photocells.,BT1
Write note on Artificial intelligence in automation.,BT1
Draw layout of hydroelectric power plant and explain functions of different components.,BT2
Explain in brief procedure of setting out of tunnel centreline and transferring underground?,BT3
Explain the construction and working of three phase Synchronous motor?,BT1
State sampling theorem and discuss its types.,BT2
Explain TWO theories of causal attribution that was proposed by Jones and Davis (1965) and Kelley (1972). ,BT2
"Define cut in, cut out and rated speed as applied in wind energy system with suitable diagram.",BT1
Describe eye pattern Graphical Display of Inter Symbol Interference with diagram.,BT1
Explain construction of dynamo meter type wattmeter with neat diagram.,BT2
Discuss the Causes of Gear Tooth Failure.,BT1
Which are the common magnetic materials?,BT1
Give the appropriate formula to calculate the kinetic energy of sodium. ,BT2
Solve the following set of linear simultaneous equation using the Gauss Jacobi method.,BT3
Write pseudo code for BFS of a graph and explain it with suitable example.,BT1
What is the difference between analog instruments and digital instruments?,BT1
Discuss the differences between a stick diagram and an actual layout. ,BT2
Explain error handling during file operation.,BT2
When do designers think in shapes and signs.,BT4
Explain traversal operations in a singly linked list.,BT1
Write program to transfer letter âTâserially 10 times at baud rate of 4800. Use serial port in mode 1. XTAL=12MHz.,BT3
"Distinguish between PAM, PWM and PPM.",BT1
List out Key features of UDP Protocol.,BT1
Identify THREE (3) building related statutory laws in Malaysia.,BT2
The expected number of matches those will be won by India in a series of five one day matches between India and England is three.,BT1
Analyze and explain the critical purpose of the components design of a raking shore to avoid faÃ§ade retention failure. ,BT4
"Comment on the values that were generated for âIdentitiesâ and âPositives"". ",BT5
The probability density function of a random variable 'X' is given by ()1 0o t h e r w i s exfxx aa=Â£ =,BT3
Draw interfacing diagram of ADC and draw a flow chart to read ADC.,BT2
State the various types of non-destructive tests carried on hardened concrete. Explain ultrasonic pulse velocity test with its limitations.,BT1
What is viscosity of ink?,BT1
What is instruction-level parallelism? What is the difference between superscalar and pipelined?,BT1
Discuss factors which could contribute to changes in the sugar compositions of cocoa beans during fermentation. ,BT2
Draw isothermal time temperature transformation diagram?,BT1
How to calculate simple and compound interest?,BT1
"With the neat diagram, explain principle of working of thermocouple. Give its examples along with the temperature ranges.",BT1
Explain Velocity Image Principle with neat sketch.,BT1
Explain the following number predicates using suitable example.,BT1
Draw a neat sketch showing variation of drag coefficient with Reynolds Number for flow around circular cylinder.,BT3
Explain FIVE (5) disadvantages of out-of-home (OOH) advertising. ,BT2
Describe FIVE (5) techniques to achieve dominance. ,BT1
Determine the gate oxide capacitance.,BT3
There is always an appeal for institutional shareholders to assume an active role in corporate governance. Create a list of key recommendations for institutional shareholders activism based on Myners Report (1995).,BT6
Write a short note on interrupt structure of 8051.,BT1
With the help of pin diagram explain the functions of Operational Amplifier.,BT4
Explain THREE (3) conditions where cantilever scaffolding is applied. ,BT2
Draw a line plan to a suitable scale for single story bank building.,BT3
List down ALL types of brick wall and give explanations for each type of the wall. ,BT2
List and discuss briefly FIVE (5) learner-related factors when conducting an English lesson to a class of Form Two students. ,BT2
Draw an expiry profit diagram for the GCB bankâs position. ,BT2
If 1G(S)H(S) .(s 1)sï½ï« Find Resonance peak and resonance frequency.,BT3
What are the problems in RIP?,BT1
What is real time OS?,BT1
What is adjustable cushioning of air cylinder?,BT1
If the probability that an individual suffers a bad reaction from a certain injection is 0.,BT3
What is meant by controlled access?,BT1
Derive the torque equation of for DC motor.,BT4
Provide the objectives of building maintenance. ,BT2
Explain the rules for constructing the ladder diagram of PLC.,BT1
Explain carnot cycle with PV and TS Diagram.,BT2
State the limitations of Fourier Transform and need of laplace transform.,BT1
Explain direct access file organization.,BT4
Explain function over loading & function overriding in detail.,BT1
Construct an AVL Tree by inserting numbers from 1 to 8.,BT3
"The following observations were made using a tacheometer fitted with an analytic lens, multiplying constant being 100.",BT3
âThe US dollar hit its highest levels in years shortly after Donald Trump won the presidential election in November 2016.â The statement above refers to the strong dollar scenario. Explain the pros and cons under this scenario. ,BT4
Draw an image using light and shadow to describe form most closely simulates how we perceive forms in nature. ,BT2
Explain the Oxidation of Saturated Fatty Acids with its Four Basic Steps.,BT4
"Give FIVE (5) examples of how a song can enhance a literature class, with an elaboration for each example given. ",BT2
Compare Induction hardening and Flame hardening.,BT4
What is concurrency control?,BT1
State the procedure for tacheometric contouring?,BT3
State  detail classification of transducers.,BT2
Write the comparison between Annealing and Normalizing.,BT4
Draw and explain the block diagram of digital control system.,BT2
A plane element is subjected to stresses as shown in figure 6.,BT3
Define Nanotubes in detail and write down its applications in detail.,BT1
Discuss FOUR (4) risks involved in trading US-dollar denominated crude palm oil futures contract (FUPO). ,BT2
"Analyse the usage of a reading passages to enhance reading and thinking skills for 
Form 4 students with a high proficiency level. ",BT4
The principal tensile stresses at a point across two perpendicular planes are 100 MPa and 50 MPa.,BT3
Explain construction and principle of working of Centrifugal pump.,BT1
List down THREE (3) methods of excavation. ,BT1
Explain the working principle of superhetrodyne receiver.,BT2
